,0,1
0,bert_base_cased,0.0016397879909990642
1,bert_base_uncased,0.0029336644138551193
2,bert_large_cased,0.0033959098707403435
3,bert_large_uncased,0.002428167450644114
4,roberta_base,0.0032286206122131844
5,roberta_large,0.0036427560854841445
6,gpt2,0.00664391057638225
7,gpt2_medium,0.01361922361552459
8,gpt2_xl,0.005036126366100291
9,raw,0.033067434010045194
10,news,0.0026689782130748796
11,twitter,0.02514394377497453
12,no_predicate,0.0065495269163990955
13,predicate_0,0.001202612623242949
14,predicate_1,1.6722248969980313e-05
15,predicate_2,0.0008043473063152895
16,predicate_3,0.00119195834259056
17,predicate_4,0.0008288799070648167
18,predicate_5,0.00037849916086374336
19,predicate_6,0.0014657131360302778
20,predicate_7,0.0
21,predicate_8,0.00015361305759009625
22,predicate_9,0.0015825888414942035
23,predicate_10,0.0
24,predicate_11,0.0
25,predicate_12,0.0
26,predicate_13,0.00096172148787943
27,predicate_14,0.00047901052380527886
28,predicate_15,0.000781069471376572
29,predicate_16,0.002138856941411582
30,predicate_17,0.0017267484842320435
31,predicate_18,0.0007951699930419664
32,predicate_19,0.00047564297920477117
33,predicate_20,0.00010802773098239626
34,predicate_21,0.0005037283741349263
35,predicate_22,9.129139851005164e-05
36,predicate_23,0.0
37,predicate_24,0.0003228874559186856
38,predicate_25,0.00047492314568797767
39,predicate_26,0.000348914504849418
40,predicate_27,0.0015731024371876678
41,predicate_28,0.0028829500935114716
42,predicate_29,0.0015830970577064285
43,predicate_30,0.000530897309968914
44,predicate_31,0.0015970336833546206
45,predicate_32,0.001878798276396143
46,predicate_33,0.0006678917918856442
47,predicate_34,0.0009253248301597239
48,predicate_35,0.0006538898367427493
49,predicate_36,0.0
50,predicate_37,0.0
51,predicate_38,0.0
52,predicate_39,0.00032385607055562815
53,predicate_40,0.0007924673475421251
54,predicate_41,0.0009077798865191333
55,predicate_42,0.0007469014283971731
56,predicate_43,0.0011748297299329913
57,predicate_44,0.0
58,predicate_45,0.0
59,predicate_46,0.0014445966427611978
60,predicate_47,0.00013417723304476326
61,predicate_48,0.0
62,predicate_49,0.0
63,predicate_50,0.0016181377960626797
64,predicate_51,0.001396870556316987
65,predicate_52,0.0008510821321134898
66,predicate_53,0.00036796686867690553
67,predicate_54,0.0
68,predicate_55,0.0023138021707391765
69,predicate_56,0.0
70,predicate_57,0.0008036085888893929
71,predicate_58,0.0005059714066439902
72,predicate_59,0.0
73,predicate_60,0.0009480547607982892
74,predicate_61,0.0006135187371949513
75,predicate_62,0.0009833754651031867
76,predicate_63,0.00013773228774027757
77,predicate_64,0.0006082710002779379
78,predicate_65,0.0018316729207628057
79,predicate_66,0.00029392845116316124
80,predicate_67,0.00037328312684170584
81,predicate_68,0.0012561772061761012
82,predicate_69,0.0004405332291241848
83,predicate_70,0.0
84,predicate_71,0.0011797902117018921
85,predicate_72,0.000902137060340813
86,predicate_73,0.0005436362342550183
87,predicate_74,0.000261883064207602
88,predicate_75,0.00041095192522444535
89,predicate_76,0.0
90,predicate_77,0.0
91,predicate_78,0.0005733585084612969
92,predicate_79,0.0
93,predicate_80,0.000495786037494117
94,predicate_81,8.97311432312975e-05
95,predicate_82,0.00022483616283341945
96,predicate_83,0.0
97,predicate_84,0.0
98,predicate_85,0.00038891674942709287
99,predicate_86,0.0
100,predicate_87,8.38013696093931e-05
101,predicate_88,0.0002963156224624619
102,predicate_89,0.00019459719295600308
103,predicate_90,0.000531457315268824
104,predicate_91,0.00012797601825198512
105,predicate_92,0.0007658352304238392
106,predicate_93,0.0
107,predicate_94,0.0
108,predicate_95,0.0
109,predicate_96,9.739423960652971e-05
110,predicate_97,0.0011042642647089984
111,predicate_98,0.0007636401000259418
112,predicate_99,0.0
113,predicate_100,0.0003070592461087429
114,predicate_101,0.0
115,predicate_102,0.0
116,predicate_103,0.0
117,predicate_104,3.395052329357995e-05
118,predicate_105,0.0008272894590035662
119,predicate_106,0.0
120,predicate_107,0.0013925328037265317
121,predicate_108,0.0008677707590138972
122,predicate_109,0.001477686839100656
123,predicate_110,0.0
124,predicate_111,0.0
125,predicate_112,0.0009775166604137908
126,predicate_113,0.0
127,predicate_114,0.000683713961634691
128,predicate_115,0.0016682294569485556
129,predicate_116,0.0011142527288385828
130,predicate_117,0.0006769226129001993
131,predicate_118,6.572048111852524e-05
132,predicate_119,0.0
133,predicate_120,0.00012521980824820034
134,predicate_121,0.0014891878955993754
135,predicate_122,0.0009705372634507548
136,predicate_123,3.360716034928046e-05
137,predicate_124,0.0002322965457333126
138,predicate_125,0.0006200820060007217
139,predicate_126,0.0009446580390513049
140,predicate_127,0.00040801817369828797
141,predicate_128,0.00020436137003443378
142,predicate_129,0.0
143,predicate_130,0.0007751030823954785
144,predicate_131,0.0011841433637291843
145,predicate_132,0.0014292602944476762
146,predicate_133,0.0011632292073890937
147,predicate_134,0.0
148,predicate_135,0.0
149,predicate_136,0.0025718250630499817
150,predicate_137,0.0
151,predicate_138,0.000395548769748455
152,predicate_139,0.0015014134825013237
153,predicate_140,0.0
154,predicate_141,0.0
155,predicate_142,0.000451060317132157
156,predicate_143,0.00011163224175403386
157,predicate_144,0.0010927247642107396
158,predicate_145,0.002371172704746183
159,predicate_146,0.0
160,predicate_147,0.0006482100787668088
161,predicate_148,0.0
162,predicate_149,0.0004770046636908276
163,predicate_150,0.0016396707498365082
164,predicate_151,0.0015608292328326279
165,predicate_152,0.00032551788054835384
166,predicate_153,0.0003398791067952267
167,predicate_154,0.0005364171628836623
168,predicate_155,4.001441892054203e-05
169,predicate_156,0.0016283456051877643
170,predicate_157,0.0
171,predicate_158,0.00039605596928682374
172,predicate_159,0.00180124634400336
173,predicate_160,0.0005256993505526886
174,predicate_161,0.0
175,predicate_162,0.0
176,predicate_163,0.0
177,predicate_164,0.001253106016579686
178,predicate_165,0.0
179,predicate_166,0.00024817269655752483
180,predicate_167,0.00025331851020693463
181,predicate_168,0.00023764904673839737
182,predicate_169,0.00031572174073168924
183,predicate_170,0.0013359825074221732
184,predicate_171,0.0006212631125404044
185,predicate_172,0.0
186,no_predicate_category,0.004084380019679923
187,pred_cat_0,0.0013330737041505891
188,pred_cat_1,0.0
189,pred_cat_2,0.0002516100439335922
190,pred_cat_3,0.0004219923603581144
191,pred_cat_4,0.00016068440552174934
192,pred_cat_5,0.0002687768317346517
193,pred_cat_6,0.0011668105097331072
194,pred_cat_7,0.001185416730078881
195,pred_cat_8,0.0004286491112650559
196,pred_cat_9,0.0011644666282304428
197,pred_cat_10,0.0016854006942912392
198,pred_cat_11,0.0033623259585442433
199,pred_cat_12,0.00025364930369820016
200,pred_cat_13,0.0007073552778669168
201,pred_cat_14,0.000891965714593379
